,CRASH DATE,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,hour,injury,land_area_in_sqmi,water_area_in_sqmi,housing_units,occupied_housing_units,median_home_value,population,median_household_income,county,population_density
4672,01/19/2023,BROOKLYN,11220,40.638622,-74.029564,,,124       SENATOR STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599295,Sedan,Sedan,Unspecified,Unspecified,Unspecified,18,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4673,01/19/2023,BROOKLYN,11220,40.63552,-74.0167,65 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4599300,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,18,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4674,01/19/2023,BROOKLYN,11220,40.64712,-74.01517,51 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,OTHER VEHICULAR,Unspecified,Unspecified,Unspecified,Unspecified,4599278,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,13,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4675,01/20/2023,BROOKLYN,11220,40.63834,-74.01736,5 AVENUE,62 STREET,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,13,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4676,01/20/2023,BROOKLYN,11220,40.6488,-74.01343,48 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599310,Sedan,Sedan,Unspecified,Unspecified,Unspecified,0,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4677,01/20/2023,BROOKLYN,11220,40.63757,-74.01457,61 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,PASSING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4599277,Sedan,Sedan,Sedan,Unspecified,Unspecified,12,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4678,01/20/2023,BROOKLYN,11220,40.633846,-74.01481,,,6501      7 AVENUE,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599296,Station Wagon/Sport Utility Vehicle,Van,Unspecified,Unspecified,Unspecified,19,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4679,01/20/2023,BROOKLYN,11220,40.646965,-74.01343,,,348       50 STREET,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4599281,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,14,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4680,01/21/2023,BROOKLYN,11220,40.63804,-74.028046,,,6735      RIDGE BOULEVARD,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599388,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,17,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4681,01/21/2023,BROOKLYN,11220,40.638145,-74.00679,,,5521      8 AVENUE,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4599384,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,15,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4682,01/22/2023,BROOKLYN,11220,40.648243,-74.014114,GOWANUS EXPY (BQE),,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600359,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,5,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4683,01/23/2023,BROOKLYN,11220,40.645245,-74.003006,7 AVENUE,45 STREET,,1,0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600350,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,8,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4684,01/23/2023,BROOKLYN,11220,40.639282,-74.008255,,,716       55 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600351,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,18,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4685,01/24/2023,BROOKLYN,11220,40.645424,-74.01689,54 STREET,,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600583,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,13,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4686,01/24/2023,BROOKLYN,11220,40.632633,-74.01254,65 STREET,8 AVENUE,,1,0,0,0,0,0,1,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4600268,Box Truck,Moped,Unspecified,Unspecified,Unspecified,15,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4687,01/24/2023,BROOKLYN,11220,40.642025,-74.00823,,,647       52 STREET,0,0,0,0,0,0,0,0,FELL ASLEEP,Unspecified,Unspecified,Unspecified,Unspecified,4600122,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,2,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4688,01/24/2023,BROOKLYN,11220,40.638264,-74.021095,65 STREET,4 AVENUE,,3,0,0,0,0,0,3,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600874,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,19,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4689,01/24/2023,BROOKLYN,11220,40.648026,-74.014084,GOWANUS EXPY (BQE),,,0,0,0,0,0,0,0,0,REACTION TO UNINVOLVED VEHICLE,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,4600367,Sedan,Sedan,Unspecified,Unspecified,Unspecified,22,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4690,01/24/2023,BROOKLYN,11220,40.64204,-74.0204,3 AVENUE,60 STREET,,2,0,0,0,0,0,2,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600358,SANITATION,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,17,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4691,01/24/2023,BROOKLYN,11220,40.636826,-74.011765,60 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600364,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,16,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4692,01/24/2023,BROOKLYN,11220,40.640263,-74.019035,4 AVENUE,61 STREET,,1,0,0,0,1,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600585,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified,15,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4693,01/25/2023,BROOKLYN,11220,40.63454,-74.02057,,,6751      5 AVENUE,1,0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4600596,Bus,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,0,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4694,01/25/2023,BROOKLYN,11220,40.64121,-74.02512,64 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600872,Van,Unspecified,Unspecified,Unspecified,Unspecified,17,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4695,01/26/2023,BROOKLYN,11220,40.64329,-74.014854,,,415       55 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4600909,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,7,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4696,01/26/2023,BROOKLYN,11220,40.636105,-74.02292,4 AVENUE,SENATOR STREET,,1,0,0,0,0,0,1,0,DRIVER INEXPERIENCE,Unspecified,Unspecified,Unspecified,Unspecified,4600752,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,12,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4697,01/26/2023,BROOKLYN,11220,40.63757,-74.01457,6 AVENUE,61 STREET,,0,0,0,0,0,0,0,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4600871,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,19,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4698,01/26/2023,BROOKLYN,11220,40.630352,-74.01491,8 AVENUE,BAY RIDGE AVENUE,,2,0,0,0,0,0,2,0,BRAKES DEFECTIVE,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4602390,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,16,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4699,01/27/2023,BROOKLYN,11220,40.63695,-74.022484,4 AVENUE,67 STREET,,0,0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4601060,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,11,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4700,01/27/2023,BROOKLYN,11220,40.642715,-74.01393,,,472       55 STREET,1,0,1,0,0,0,0,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4601094,E-Bike,Unspecified,Unspecified,Unspecified,Unspecified,14,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4701,01/27/2023,BROOKLYN,11220,40.644306,-74.01804,3 AVENUE,56 STREET,,3,0,0,0,0,0,3,0,TURNING IMPROPERLY,Unspecified,Unspecified,Unspecified,Unspecified,4601095,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,13,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4702,01/27/2023,BROOKLYN,11220,40.63757,-74.01457,6 AVENUE,61 STREET,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4601096,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,12,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4703,01/28/2023,BROOKLYN,11220,40.638798,-74.01506,,,550       60 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601178,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,0,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4704,01/28/2023,BROOKLYN,11220,40.638523,-74.01,57 STREET,7 AVENUE,,2,0,0,0,0,0,2,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601193,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Unspecified,0,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4705,01/28/2023,BROOKLYN,11220,40.64204,-74.0204,60 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4601817,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,13,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4706,01/28/2023,BROOKLYN,11220,40.644955,-74.01611,,,325       54 STREET,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4602449,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,13,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4707,01/29/2023,BROOKLYN,11220,40.641434,-74.01782,59 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601418,Taxi,Sedan,Unspecified,Unspecified,Unspecified,5,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4708,01/29/2023,BROOKLYN,11220,40.635868,-74.00559,9 AVENUE,57 STREET,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4601446,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,10,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4709,01/29/2023,BROOKLYN,11220,40.646786,-74.008575,47 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4602138,Pick-up Truck,Sedan,Unspecified,Unspecified,Unspecified,19,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4710,01/31/2023,BROOKLYN,11220,40.64926,-74.012955,,,4704      3 AVENUE,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4602153,Sedan,Sedan,Unspecified,Unspecified,Unspecified,3,1,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4711,01/31/2023,BROOKLYN,11220,40.64927,-74.009674,4 AVENUE,45 STREET,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4602109,Sedan,Bike,Unspecified,Unspecified,Unspecified,21,0,1.79,0.0,31045.0,29018.0,615300.0,99598.0,37580.0,Kings County,55603.0
4712,01/05/2023,MANHATTAN,10010,40.73635,-73.97502,FDR DRIVE,,,4,0,0,0,0,0,4,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4595542,Sedan,Sedan,Unspecified,Unspecified,Unspecified,1,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4713,01/05/2023,MANHATTAN,10010,,,EAST 26 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4597770,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,14,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4714,01/06/2023,MANHATTAN,10010,40.74037,-73.98946,,,935       BROADWAY,1,0,0,0,0,0,1,0,PASSENGER DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597769,Taxi,Unspecified,Unspecified,Unspecified,Unspecified,16,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4715,01/08/2023,MANHATTAN,10010,40.73737,-73.98365,,,207       EAST 21 STREET,1,0,0,0,0,0,1,0,PEDESTRIAN/BICYCLIST/OTHER PEDESTRIAN ERROR/CONFUSION,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,4596942,Taxi,MOPED,Unspecified,Unspecified,Unspecified,0,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4716,01/09/2023,MANHATTAN,10010,40.737194,-73.97447,FDR DRIVE,,,1,0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4601278,Sedan,Sedan,Unspecified,Unspecified,Unspecified,6,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4717,01/10/2023,MANHATTAN,10010,40.741005,-73.98436,,,122       EAST 25 STREET,0,0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4596746,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,12,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4718,01/11/2023,MANHATTAN,10010,40.73902,-73.97335,FDR DRIVE,,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4596870,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,0,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4719,01/11/2023,MANHATTAN,10010,40.743187,-73.97207,EAST 34 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4597542,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,19,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4720,01/12/2023,MANHATTAN,10010,40.737553,-73.97806,EAST 24 STREET,1 AVENUE,,1,0,1,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,Unspecified,Unspecified,Unspecified,Unspecified,4597811,Bike,Unspecified,Unspecified,Unspecified,Unspecified,7,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4721,01/13/2023,MANHATTAN,10010,,,FDR Drive,East 28 Street,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4597505,Sedan,Sedan,Unspecified,Unspecified,Unspecified,13,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4722,01/16/2023,MANHATTAN,10010,40.743187,-73.97207,EAST 34 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598458,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,20,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4723,01/19/2023,MANHATTAN,10010,40.737194,-73.98328,,,230       EAST 21 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4599089,Station Wagon/Sport Utility Vehicle,Taxi,Unspecified,Unspecified,Unspecified,21,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4724,01/21/2023,MANHATTAN,10010,40.742023,-73.99073,,,30        WEST 23 STREET,0,0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,Unspecified,Unspecified,Unspecified,Unspecified,4599867,Sedan,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,20,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4725,01/22/2023,MANHATTAN,10010,40.73978,-73.97951,2 AVENUE,EAST 26 STREET,,1,0,1,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4600517,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,13,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4726,01/24/2023,MANHATTAN,10010,40.74277,-73.9866,EAST 26 STREET,MADISON AVENUE,,1,0,0,0,0,0,1,0,DRUGS (ILLEGAL),Unspecified,Unspecified,Unspecified,Unspecified,4600488,Sedan,Sedan,Unspecified,Unspecified,Unspecified,9,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4727,01/25/2023,MANHATTAN,10010,40.74017,-73.97615,1 AVENUE,EAST 28 STREET,,1,0,0,0,0,0,0,0,UNSAFE SPEED,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,4601281,E-Scooter,Taxi,Unspecified,Unspecified,Unspecified,10,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4728,01/26/2023,MANHATTAN,10010,40.74026,-73.990524,5 AVENUE,WEST 21 STREET,,1,0,1,0,0,0,0,0,UNSAFE SPEED,Unspecified,Unspecified,Unspecified,Unspecified,4600773,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,9,1,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4729,01/27/2023,MANHATTAN,10010,40.73831,-73.98775,EAST 20 STREET,PARK AVENUE SOUTH,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,View Obstructed/Limited,Unspecified,Unspecified,Unspecified,4601279,E-Scooter,Station Wagon/Sport Utility Vehicle,Unspecified,Unspecified,Unspecified,8,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4730,01/27/2023,MANHATTAN,10010,40.742317,-73.99144,,,60        WEST 23 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Passing Too Closely,Unspecified,Unspecified,Unspecified,4601280,Sedan,Bus,Unspecified,Unspecified,Unspecified,23,0,0.39,0.0,18030.0,16556.0,746200.0,31834.0,97955.0,New York County,81487.0
4731,01/05/2023,MANHATTAN,10021,40.771782,-73.96544,EAST 72 STREET,MADISON AVENUE,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4596620,Station Wagon/Sport Utility Vehicle,Bike,Unspecified,Unspecified,Unspecified,18,0,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4732,01/06/2023,MANHATTAN,10021,40.768486,-73.955505,1 AVENUE,EAST 73 STREET,,2,0,0,0,0,0,2,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4596292,Sedan,Sedan,Sedan,Unspecified,Unspecified,14,1,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4733,01/10/2023,MANHATTAN,10021,40.767235,-73.96454,LEXINGTON AVENUE,,,0,0,0,0,0,0,0,0,UNSPECIFIED,Unspecified,Unspecified,Unspecified,Unspecified,4596612,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,2,0,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4734,01/13/2023,MANHATTAN,10021,40.769077,-73.95102,,,530       EAST 76 STREET,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598307,Sedan,Van,Unspecified,Unspecified,Unspecified,10,0,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4735,01/13/2023,MANHATTAN,10021,40.77255,-73.96276,,,799       PARK AVENUE,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599715,Sedan,Unspecified,Unspecified,Unspecified,Unspecified,17,0,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4736,01/13/2023,MANHATTAN,10021,40.77012,-73.95741,2 AVENUE,EAST 74 STREET,,0,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599705,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,6,0,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4737,01/14/2023,MANHATTAN,10021,40.76975,-73.96061,3 AVENUE,EAST 72 STREET,,1,0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4598029,Station Wagon/Sport Utility Vehicle,Sedan,Unspecified,Unspecified,Unspecified,9,1,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4738,01/14/2023,MANHATTAN,10021,40.76944,-73.951866,EAST 76 STREET,YORK AVENUE,,1,0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Unspecified,Unspecified,Unspecified,Unspecified,4599726,Taxi,Unspecified,Unspecified,Unspecified,Unspecified,7,1,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4739,01/16/2023,MANHATTAN,10021,40.77564,-73.96052,EAST 79 STREET,,,1,0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,Other Vehicular,Unspecified,Unspecified,Unspecified,4599692,E-Scooter,Unspecified,Unspecified,Unspecified,Unspecified,21,1,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4740,01/17/2023,MANHATTAN,10021,40.768482,-73.95975,,,222       EAST 71 STREET,1,0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,Unspecified,Unspecified,Unspecified,Unspecified,4598478,Sedan,E-Scooter,Unspecified,Unspecified,Unspecified,9,1,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
4741,01/19/2023,MANHATTAN,10021,40.77012,-73.95741,EAST 74 STREET,,,1,0,1,0,0,0,0,0,DRIVER INEXPERIENCE,Unspecified,Unspecified,Unspecified,Unspecified,4599703,E-Bike,Unspecified,Unspecified,Unspecified,Unspecified,8,1,0.39,0.0,28628.0,24734.0,1000001.0,43631.0,107907.0,New York County,112711.0
